Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	kmer_content
ERR3198466_2	ERR3198466_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3524263.0	0.0	15-151	63.0	86.00888938739912	116.55858288669148	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198467_1	ERR3198467_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	4083849.0	0.0	15-151	63.0	84.94445864938952	125.34621529836191	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
ERR3198467_2	ERR3198467_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	4083849.0	0.0	15-151	63.0	85.14276048340987	124.3937672524131	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
ERR3198468_1	ERR3198468_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	520011.0	0.0	15-251	63.0	97.60105530157007	192.62230798963867	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198468_2	ERR3198468_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	520011.0	0.0	15-251	63.0	97.97983055785636	140.848543588501	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	warn	
ERR3198469_1	ERR3198469_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3454948.0	0.0	15-151	63.0	85.93964279232432	125.7192542405848	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198469_2	ERR3198469_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3454948.0	0.0	15-151	64.0	88.17963508040361	113.63266133093754	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	pass
ERR3198470_1	ERR3198470_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3001516.0	0.0	15-151	63.0	87.87577474560271	127.71540648125814	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
ERR3198470_2	ERR3198470_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3001516.0	0.0	15-151	63.0	87.84799746385836	126.63905373151434	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
ERR3198471_1	ERR3198471_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	638376.0	0.0	15-251	63.0	96.36781534414023	193.1816186698748	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198471_2	ERR3198471_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	638376.0	0.0	15-251	63.0	96.81216878075188	138.15363829467273	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	warn	
ERR3198472_1	ERR3198472_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	629356.0	0.0	15-251	63.0	97.11588694739157	192.80834217835374	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198472_2	ERR3198472_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	629356.0	0.0	15-251	63.0	97.42328860378196	142.45098322729902	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	fail	
ERR3198473_1	ERR3198473_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3343937.0	0.0	15-151	63.0	86.04056962341411	127.30657306043744	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198473_2	ERR3198473_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3343937.0	0.0	15-151	63.0	85.94534917893093	126.21187241266806	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	warn
ERR3198474_1	ERR3198474_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3521936.0	0.0	15-151	63.0	85.38127362572244	127.14404265154165	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
ERR3198474_2	ERR3198474_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3521936.0	0.0	15-151	63.0	85.78234910355825	126.20505994430336	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	warn
ERR3198475_1	ERR3198475_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2953978.0	0.0	15-151	63.0	87.94933114311195	119.60112566850532	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198475_2	ERR3198475_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2953978.0	0.0	15-151	63.0	88.69429577426308	115.33648964210295	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	pass
ERR3198476_1	ERR3198476_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3626505.0	0.0	15-151	63.0	85.42014548249519	119.92662963376584	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198476_2	ERR3198476_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3626505.0	0.0	15-151	63.0	86.20721702684261	115.66086493745355	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198477_1	ERR3198477_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3217083.0	0.0	15-151	64.0	87.0901873124404	119.59857516887193	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198477_2	ERR3198477_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3217083.0	0.0	15-151	64.0	88.19478344929098	113.44660582272823	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198478_1	ERR3198478_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3340681.0	0.0	15-151	63.0	86.15296169832037	127.10730865952182	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198478_2	ERR3198478_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3340681.0	0.0	15-151	63.0	86.4006241347578	125.15670667148405	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	warn
ERR3198479_1	ERR3198479_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	696957.0	0.0	15-251	63.0	96.77101614728069	196.6942207338473	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198479_2	ERR3198479_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	696957.0	0.0	15-251	63.0	97.67823906096726	124.1992389774405	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	fail	
ERR3198480_1	ERR3198480_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	732822.0	0.0	15-251	64.0	93.64642494579564	195.01578145852608	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198480_2	ERR3198480_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	732822.0	0.0	15-251	64.0	94.78816887831869	133.07645103449406	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	fail	
ERR3198481_1	ERR3198481_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	504828.0	0.0	15-251	63.0	97.72672988449955	193.95587407988464	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198481_2	ERR3198481_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	504828.0	0.0	15-251	63.0	98.206248235008	128.78592114541982	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	fail	
ERR3198482_1	ERR3198482_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3230205.0	0.0	15-151	63.0	73.90094451337437	98.28247216507931	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	fail
ERR3198482_2	ERR3198482_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3230205.0	0.0	15-151	63.0	75.26335580804377	96.72601522194412	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass	pass	warn
ERR3198483_1	ERR3198483_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2501754.0	0.0	15-151	63.0	75.53850482223098	102.40131523722955	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198483_2	ERR3198483_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2501754.0	0.0	15-151	63.0	76.25385324264239	101.67255453573773	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198484_1	ERR3198484_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	4018741.0	0.0	15-151	64.0	68.58945001078254	98.36879734225221	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	pass	fail
ERR3198484_2	ERR3198484_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	4018741.0	0.0	15-151	64.0	70.14238234002164	97.09253719012995	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	fail
ERR3198485_1	ERR3198485_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3191114.0	0.0	15-151	63.0	72.86035586928514	98.38780626452079	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198485_2	ERR3198485_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3191114.0	0.0	15-151	64.0	74.63024510896194	96.01068592347374	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198486_1	ERR3198486_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2511287.0	0.0	15-151	63.0	80.38617778558599	91.2103296039043	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198486_2	ERR3198486_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2511287.0	0.0	15-151	63.0	81.15967449468677	90.20022482496027	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198487_1	ERR3198487_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3880888.0	0.0	15-151	63.0	72.3831924277049	93.74114068738908	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198487_2	ERR3198487_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3880888.0	0.0	15-151	64.0	73.24262468148535	93.30707405109347	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198488_1	ERR3198488_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	6432381.0	0.0	15-151	63.0	67.40904935449102	87.82932711852735	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	pass	fail
ERR3198488_2	ERR3198488_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	6432381.0	0.0	15-151	63.0	68.17104742492452	87.76896424512168	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	pass	warn
ERR3198489_1	ERR3198489_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3652608.0	0.0	15-151	63.0	66.43484178580067	107.04338680745374	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	pass	fail
ERR3198489_2	ERR3198489_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3652608.0	0.0	15-151	63.0	67.50124038237996	106.67417171511424	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	pass	warn
ERR3198490_1	ERR3198490_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	602812.0	0.0	15-151	64.0	87.94113062405377	119.5052736176453	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	
ERR3198490_2	ERR3198490_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	602812.0	0.0	15-151	64.0	88.87105181859	116.36084052739494	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	
ERR3198491_1	ERR3198491_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2943932.0	0.0	15-151	63.0	87.9566232892554	119.38133421560009	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
ERR3198491_2	ERR3198491_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2943932.0	0.0	15-151	63.0	88.44640473225525	116.07751096153036	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	warn
ERR3198492_1	ERR3198492_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	663801.0	0.0	15-251	63.0	96.84388940827323	193.76132455359362	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	
ERR3198492_2	ERR3198492_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	663801.0	0.0	15-251	63.0	97.24979268673185	139.4512692810044	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	fail	
ERR3198493_1	ERR3198493_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3922620.0	0.0	15-151	63.0	84.2507422389226	118.6681411913466	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198493_2	ERR3198493_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3922620.0	0.0	15-151	63.0	85.23314841876449	114.42969520371588	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198494_1	ERR3198494_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3312396.0	0.0	15-151	63.0	86.6927579420396	118.85760941626545	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198494_2	ERR3198494_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3312396.0	0.0	15-151	63.0	87.18454203155918	114.90196039362444	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	warn
ERR3198495_1	ERR3198495_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1641661.0	0.0	15-151	63.0	76.74861413942297	115.9394412122844	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198495_2	ERR3198495_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1641661.0	0.0	15-151	64.0	77.92098056199049	113.80846471957365	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198496_1	ERR3198496_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	4060952.0	0.0	15-151	63.0	83.62467906074798	119.00794271885016	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198496_2	ERR3198496_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	4060952.0	0.0	15-151	63.0	84.78305543666393	113.31251859169969	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198497_1	ERR3198497_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2080244.0	0.0	15-151	63.0	82.80311909745627	91.05636694541602	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198497_2	ERR3198497_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2080244.0	0.0	15-151	64.0	83.49563222901783	90.27181571008016	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198498_1	ERR3198498_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2481002.0	0.0	15-151	63.0	87.10729228245341	124.6943202786616	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198498_2	ERR3198498_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2481002.0	0.0	15-151	63.0	87.64435574249532	122.72941698555664	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198499_1	ERR3198499_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	648275.0	0.0	15-251	63.0	97.0615546129782	194.79383440669469	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198499_2	ERR3198499_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	648275.0	0.0	15-251	63.0	97.56152267649966	136.3227056418958	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	fail	
ERR3198500_1	ERR3198500_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2471131.0	0.0	15-151	63.0	87.84238927290951	128.14119809916997	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198500_2	ERR3198500_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2471131.0	0.0	15-151	63.0	88.39735986872805	126.89344959858461	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198501_1	ERR3198501_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3078940.0	0.0	15-151	64.0	87.5796391244969	119.38453883479379	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198501_2	ERR3198501_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	3078940.0	0.0	15-151	64.0	87.29678076129696	118.63277621519094	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198502_1	ERR3198502_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2497366.0	0.0	15-151	64.0	78.70103098205095	93.22712289668395	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198502_2	ERR3198502_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2497366.0	0.0	15-151	64.0	80.38145951462258	90.6901359272129	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	pass	warn
ERR3198503_1	ERR3198503_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	425868.0	0.0	15-251	64.0	97.6816455234351	220.57033634835207	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198503_2	ERR3198503_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	425868.0	0.0	15-251	64.0	97.8539790628792	188.3005367860464	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198504_1	ERR3198504_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	512500.0	0.0	15-251	64.0	97.28243986517974	220.91834536585367	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198504_2	ERR3198504_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	512500.0	0.0	15-251	63.0	97.61322812922148	183.29511219512196	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	
ERR3198505_1	ERR3198505_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	547340.0	0.0	15-251	64.0	96.69548152560388	220.71905214309206	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198505_2	ERR3198505_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	547340.0	0.0	15-251	64.0	97.16876289066532	176.29951218620968	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass	pass	
ERR3198506_1	ERR3198506_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	417321.0	0.0	15-251	64.0	96.81044644015496	219.3725525434857	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198506_2	ERR3198506_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	417321.0	0.0	15-251	64.0	96.99826798119365	190.04113859594892	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198507_1	ERR3198507_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	336052.0	0.0	15-251	64.0	98.15764661149146	220.7465749348315	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR3198507_2	ERR3198507_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	336052.0	0.0	15-251	64.0	98.31041832561915	186.1778504517158	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	
ERR330763_1	ERR330763_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1528203.0	0.0	15-100	63.0	95.8386906310529	98.0214120767987	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330763_2	ERR330763_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1528203.0	0.0	15-100	63.0	95.82566972126672	96.44801639572754	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330764_1	ERR330764_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2287469.0	0.0	15-100	63.0	93.4903116477458	98.04426027194248	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330764_2	ERR330764_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2287469.0	0.0	15-100	63.0	93.69196095404976	96.73391857988021	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330765_1	ERR330765_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1757567.0	0.0	15-100	63.0	94.85988877849287	98.06849127230996	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330765_2	ERR330765_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1757567.0	0.0	15-100	63.0	94.97199960078272	96.78179096444119	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330766_1	ERR330766_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2225390.0	0.0	15-100	63.0	94.24201285496513	98.03752870283411	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330766_2	ERR330766_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2225390.0	0.0	15-100	63.0	94.32467388243279	96.65918333415716	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330767_1	ERR330767_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2495178.0	0.0	15-100	63.0	91.69929101146599	97.97615641048455	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330767_2	ERR330767_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2495178.0	0.0	15-100	63.0	91.98991591194002	96.69063609890758	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330768_1	ERR330768_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2350737.0	0.0	15-100	63.0	93.75351303081332	98.0799451406091	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330768_2	ERR330768_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2350737.0	0.0	15-100	63.0	93.82983224674646	96.78252820285724	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR330769_1	ERR330769_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2702443.0	0.0	15-100	63.0	93.27997559202143	98.02629102630472	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR330769_2	ERR330769_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2702443.0	0.0	15-100	63.0	93.53184951391819	96.35958575259497	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330770_1	ERR330770_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2500159.0	0.0	15-100	63.0	93.45276549790603	98.04675382645664	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330770_2	ERR330770_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2500159.0	0.0	15-100	64.0	93.64024161769996	96.56126910328503	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR330771_1	ERR330771_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1694950.0	0.0	15-100	63.0	90.05514033699394	97.8860249564884	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330771_2	ERR330771_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1694950.0	0.0	15-100	64.0	90.70026096867862	96.91492610401487	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330772_1	ERR330772_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2104617.0	0.0	15-100	63.0	87.8736355671764	97.7199861067358	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330772_2	ERR330772_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2104617.0	0.0	15-100	63.0	88.5457773643174	97.01560996608885	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330773_1	ERR330773_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1733527.0	0.0	15-100	63.0	90.5259121601436	97.88362684861556	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330773_2	ERR330773_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1733527.0	0.0	15-100	63.0	91.1059809613373	96.95560784458506	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330774_1	ERR330774_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2072089.0	0.0	15-100	63.0	94.85936626386527	98.06385246965743	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330774_2	ERR330774_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2072089.0	0.0	15-100	63.0	94.83002276538265	96.65923423173426	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330775_1	ERR330775_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2065127.0	0.0	15-100	63.0	94.61559686488802	98.0657886899934	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330775_2	ERR330775_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2065127.0	0.0	15-100	64.0	94.72765054287473	96.89184151870563	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330776_1	ERR330776_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1425543.0	0.0	15-100	63.0	96.3757367482475	98.01422756100658	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330776_2	ERR330776_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1425543.0	0.0	15-100	63.0	96.40109178897583	96.52631172823268	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330778_1	ERR330778_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1659805.0	0.0	15-100	63.0	96.2423695250012	98.03266528296999	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330778_2	ERR330778_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1659805.0	0.0	15-100	63.0	96.46061708964994	96.4250740297806	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330780_1	ERR330780_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2155855.0	0.0	15-100	63.0	94.7519844209742	98.04013906315592	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330780_2	ERR330780_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2155855.0	0.0	15-100	63.0	94.82459011041378	96.5906306314664	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330781_1	ERR330781_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2044039.0	0.0	15-100	63.0	94.78270241039041	98.04862431685501	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR330781_2	ERR330781_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2044039.0	0.0	15-100	63.0	94.87533837988403	96.6177406595471	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR330782_1	ERR330782_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2082491.0	0.0	15-100	63.0	91.69497214945429	97.95166461703796	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
