Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	kmer_content
ERR494851_2	ERR494851_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1909751.0	0.0	15-100	63.0	95.78009700668608	94.5905502863986	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494852_1	ERR494852_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1838048.0	0.0	15-100	63.0	95.54687834601742	95.66259531851182	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494852_2	ERR494852_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1838048.0	0.0	15-100	63.0	95.47272198314869	94.7048510158603	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494853_1	ERR494853_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2054674.0	0.0	15-100	63.0	94.76921142784158	95.77351346247629	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494853_2	ERR494853_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2054674.0	0.0	15-100	63.0	94.84120273060115	94.91771444034431	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494855_1	ERR494855_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1844059.0	0.0	15-100	63.0	95.81173613399935	95.76075928156311	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass		
ERR494855_2	ERR494855_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1844059.0	0.0	15-100	63.0	95.87119345641484	94.76586052832366	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass		
ERR494856_1	ERR494856_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1783818.0	0.0	15-100	63.0	95.75251757136864	95.69748595428457	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494856_2	ERR494856_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1783818.0	0.0	15-100	63.0	95.59818062231831	94.86893057475595	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494857_1	ERR494857_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1830800.0	0.0	15-100	63.0	95.76545161320679	95.65980991916102	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494857_2	ERR494857_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1830800.0	0.0	15-100	63.0	95.94235975055052	94.6512682980118	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass		
ERR494858_1	ERR494858_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2058813.0	0.0	15-100	63.0	87.23294176982245	95.37501463221768	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR494858_2	ERR494858_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2058813.0	0.0	15-100	63.0	87.64006707905502	94.79728950613776	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR494859_1	ERR494859_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1806784.0	0.0	15-100	63.0	95.82057965097968	95.78437710318444	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494859_2	ERR494859_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1806784.0	0.0	15-100	63.0	95.95960946257499	94.82833476497467	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494860_1	ERR494860_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2257799.0	0.0	15-100	63.0	94.1888223584278	95.64696060189591	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494860_2	ERR494860_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2257799.0	0.0	15-100	63.0	94.38714047996868	94.54567744958696	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494861_1	ERR494861_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2026435.0	0.0	15-100	63.0	95.11980909071964	95.6626193290187	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494861_2	ERR494861_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2026435.0	0.0	15-100	63.0	95.21656246494132	94.92182576791261	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494862_1	ERR494862_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1761216.0	0.0	15-100	63.0	96.0141685561191	95.71557719212181	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494862_2	ERR494862_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1761216.0	0.0	15-100	63.0	96.0347898757707	94.76176800574149	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494863_1	ERR494863_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1998552.0	0.0	15-100	63.0	95.19398026704192	95.61293176259612	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494863_2	ERR494863_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1998552.0	0.0	15-100	63.0	95.34486060321476	94.7878634131111	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR494864_1	ERR494864_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1829371.0	0.0	15-100	55.0	96.50562697675775	96.54061641952343	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass		
ERR494864_2	ERR494864_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1829371.0	0.0	15-100	55.0	96.69885004045493	95.93849361337858	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass		
